Msg Index	lot type	substrate type	material type	process step name	tool name	panel count	defectivity	processing time	job ID	elapsed time
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	1137.333333333332	0	223781.21428571426
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	1435.5	1	224025.66666666663
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	170.6666666666668	1	224196.33333333328
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	444.0	0	224225.21428571426
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	38.66666666666668	0	224263.88095238092
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	1435.5	2	225461.16666666663
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	45.0	2	225506.16666666663
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	203.4285714285716	3	225664.5952380952
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	53.7142857142856	3	225718.3095238095
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	1435.5	4	227100.0952380952
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	99.3333333333332	4	227199.42857142855
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	203.4285714285716	5	227303.5238095238
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	53.7142857142856	5	227357.23809523808
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	203.4285714285716	6	227506.95238095237
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	171.0	6	227677.95238095237
0	FDC39B	Polyimide	aSi	ARRAY REPAIR TEST OPERATION	Cherry	4	-1.0	203.4285714285716	7	227710.38095238095
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	171.0	7	227881.38095238095
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	9695.0	1	233891.33333333328
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	47.4285714285716	1	233938.76190476186
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	38.66666666666668	1	233977.42857142852
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	2767.5	0	236658.83333333328
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	2773.5	0	239432.33333333328
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	92.0	0	239524.33333333328
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	82.0	0	239606.33333333328
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	166.0	0	239772.33333333328
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	742.285714285716	0	240514.619047619
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	4276.0	2	240934.83333333328
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	47.4285714285716	2	240982.26190476186
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	468.0	0	240982.619047619
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	38.66666666666668	2	241020.92857142852
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	1553.0	3	242487.83333333328
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	444.0	3	242931.83333333328
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	118.2857142857144	3	243050.119047619
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	1553.0	4	244040.83333333328
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	444.0	4	244484.83333333328
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	141.7142857142856	4	244626.54761904757
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	1137.333333333332	5	245178.16666666663
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	444.0	5	245622.16666666663
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	38.66666666666668	5	245660.83333333328
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	1553.0	6	246731.16666666663
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	47.4285714285716	6	246778.5952380952
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	38.66666666666668	6	246817.26190476186
0	FDC39B	Polyimide	aSi	ILD COAT GEN II	EVG 150XLC COATER 211B	4	-1.0	4276.0	7	251007.16666666663
0	FDC39B	Polyimide	aSi	ILD THICKNESS MEASUREMENT, GEN II	Woollam Ellipsometer	4	-1.0	47.4285714285716	7	251054.5952380952
0	FDC39B	Polyimide	aSi	SIN/SIO DEPOSITION, ALX ILD CAPPING , GEN II	AKT1600D-209	4	-1.0	38.66666666666668	7	251093.26190476186
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	2767.5	1	253774.66666666663
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	181.7142857142856	1	253956.38095238092
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	2685.0	1	256641.38095238092
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	24.57142857142856	1	256665.95238095234
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	373.0	1	257038.95238095234
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	986.0	1	258024.95238095234
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	303.3333333333332	1	258328.28571428568
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	46647.0	0	300421.6666666666
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	489.0	2	300910.6666666666
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	683.5	0	301105.1666666666
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	345.1428571428572	3	301255.80952380947
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	802.0	0	301907.1666666666
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	45.0	0	301952.1666666666
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	1043.333333333332	4	302299.1428571428
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	2773.5	2	303878.6666666666
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	683.5	2	304562.1666666666
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	59.3333333333332	2	304621.49999999994
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	2773.5	3	306652.1666666666
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	145.0	3	306797.1666666666
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	93.0	3	306890.1666666666
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	1747.5	0	308399.6666666666
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	0	308399.6666666666
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	115.0	0	308514.6666666666
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	2773.5	4	311173.1666666666
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	373.0	2	311546.1666666666
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	22.28571428571428	3	311568.45238095237
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	1536.0	4	312709.1666666666
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	99.3333333333332	4	312808.49999999994
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	166.0	4	312974.49999999994
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	15253.33333333332	5	317552.4761904761
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	8650.0	2	320196.1666666666
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	106.0	2	320302.1666666666
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	2773.5	5	320325.9761904761
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	2910.285714285716	6	320462.76190476184
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	145.0	5	320470.9761904761
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	88.0	6	320550.76190476184
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	93.0	5	320563.9761904761
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	110.0	5	320673.9761904761
0	FDC39B	Polyimide	aSi	AZORES VIA PHOTO	EVG 150XLC COATER 211B	4	-1.0	868.0	7	321330.76190476184
0	FDC39B	Polyimide	aSi	VIA PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	181.7142857142856	7	321512.4761904761
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	1383.0	1	322713.76190476184
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	40.0	1	322753.76190476184
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	2685.0	6	323235.76190476184
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	708.0	1	323461.76190476184
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	377.0	6	323612.76190476184
0	FDC39B	Polyimide	aSi	SIO/SIN/ALX VIA ETCH GEN II	AKT1600A-209	4	-1.0	382.6666666666668	7	323618.4285714285
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	130.6666666666668	1	323743.4285714285
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	166.0	6	323778.76190476184
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	45.0	7	323788.4285714285
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	40.5714285714284	1	323819.33333333326
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	1	323819.33333333326
0	FDC39B	Polyimide	aSi	VIA ETCH ORBOTECH INSPECTION	Orbotech-203D	4	0.0	22.28571428571428	7	323841.619047619
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	1617.0	0	324330.76190476184
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	85.3333333333332	0	324416.09523809515
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	58.6666666666668	0	324474.76190476184
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	1000.666666666668	2	325331.4285714285
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	40.0	2	325371.4285714285
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	723.5	2	326094.9285714285
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	45.0	2	326139.9285714285
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	138.0	2	326277.9285714285
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	2	326277.9285714285
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	4172.0	0	328646.76190476184
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	171.0	0	328817.76190476184
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	8650.0	3	328846.1666666666
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	140.0	3	328986.1666666666
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	194.8571428571428	3	329181.0238095238
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	8650.0	4	337496.1666666666
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	57.1428571428572	4	337553.30952380947
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	1000.666666666668	4	338553.97619047615
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	9930.0	0	338747.76190476184
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	40.0	3	338787.76190476184
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	683.5	4	339471.26190476184
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	802.0	3	339589.76190476184
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	69.0	3	339658.76190476184
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	1747.5	3	341406.26190476184
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	3	341406.26190476184
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	4687.42857142856	4	344277.1904761904
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	26.0	4	344303.1904761904
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	1747.5	4	346050.6904761904
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	4	346050.6904761904
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	8650.0	5	346146.1666666666
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	303.3333333333332	5	346449.49999999994
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	362.0	6	346508.1666666666
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	23.0	1	346531.1666666666
0	FDC39B	Polyimide	aSi	PCM TEST ON PROBER	Fluffy White Bunny GenII	4	-1.0	7912.5	0	346660.26190476184
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	1029.333333333332	5	347478.83333333326
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	683.5	5	348162.33333333326
0	FDC39B	Polyimide	aSi	PIN DIODE TEST	Snowball, Gen II FDC	4	-1.0	1724.666666666668	0	348384.9285714285
0	FDC39B	Polyimide	aSi	PIN TA/AL/TA DEPOSITION	KDF744NT-219	4	-1.0	3244.0	7	349775.1666666666
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	2593.0	1	350071.83333333326
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	76.0	1	350147.83333333326
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	58.6666666666668	1	350206.49999999994
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	499.5	2	350274.6666666666
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	339.0	3	350613.6666666666
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	623.0	2	350897.6666666666
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	775.0	1	350981.49999999994
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	93.0	1	351074.49999999994
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	499.5	4	351113.1666666666
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	533.5	2	351431.1666666666
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	76.0	1	351507.1666666666
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	98.5	2	351529.6666666666
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	4261.0	5	352423.33333333326
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	170.6666666666668	5	352593.99999999994
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	40.5714285714284	5	352634.57142857136
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	1196.0	2	352725.6666666666
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	69.0	2	352794.6666666666
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	6350.66666666668	6	352858.8333333333
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	85.3333333333332	2	352879.99999999994
0	FDC39B	Polyimide	aSi	PIN N-SI DEPOSITION, GEN II	AKT1600C-209	4	-1.0	106.0	7	352964.8333333333
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	5	352964.8333333333
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	36.0	5	353000.8333333333
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	2735.333333333332	3	353632.99999999994
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	39.0	3	353671.99999999994
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	56.0	3	353727.99999999994
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	32.0	3	353759.99999999994
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	82.2857142857144	3	353842.2857142857
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	160.0	3	354002.2857142857
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	1617.0	4	355249.99999999994
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	47.4285714285716	4	355297.4285714285
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	32.5	4	355329.9285714285
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	1029.333333333332	6	356279.33333333326
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	1196.0	4	356525.9285714285
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	93.0	4	356618.9285714285
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	683.5	6	356962.83333333326
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	40.0	4	357002.83333333326
0	FDC39B	Polyimide	aSi	AZORES MOLY_NSI PHOTO	EVG 150XLC COATER 211B	4	-1.0	789.0	7	357068.33333333326
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	23.33333333333332	5	357091.66666666657
0	FDC39B	Polyimide	aSi	MOLY/NPLUS PHOTO ORBOTECH INSPECTION	Orbotech-203D	4	0.0	40.0	7	357108.33333333326
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	39.0	5	357147.33333333326
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	98.5	5	357245.83333333326
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	439.0	5	357684.83333333326
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	115.0	5	357799.83333333326
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	1600.0	6	358562.83333333326
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	45.0	6	358607.83333333326
0	FDC39B	Polyimide	aSi	NPLUS/MOLY ETCH GEN II	AKT1600B-209	4	-1.0	723.5	7	359286.33333333326
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	1085.0	7	360371.33333333326
0	FDC39B	Polyimide	aSi	PCM TEST ON PROBER	Fluffy White Bunny GenII	4	-1.0	15634.0	1	367141.1666666666
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	9930.0	5	367729.83333333326
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	400.0	6	368129.83333333326
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	6	368129.83333333326
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	23.0	6	368152.83333333326
0	FDC39B	Polyimide	aSi	NPLUS CONTACT (PIN DIODE) ORBOTECH INSPECTION	Orbotech-203D	4	0.0	400.0	7	368529.83333333326
0	FDC39B	Polyimide	aSi	PIN DIODE P+/I-SI IN AKT 1600	AKT1600C-209	4	-1.0	0.0	7	368529.83333333326
0	FDC39B	Polyimide	aSi	PIN DIODE ITO DEPOSITION	KDF744NT-219	4	-1.0	115.0	7	368644.83333333326
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	1668.666666666668	6	369821.49999999994
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	1824.666666666668	6	371646.1666666666
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	136.6666666666668	6	371782.8333333333
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	43.5	6	371826.3333333333
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	65.5	6	371891.8333333333
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	47.4285714285716	6	371939.2619047619
0	FDC39B	Polyimide	aSi	AZORES SENSOR PHOTO	EVG 150XLC COATER 211B	4	-1.0	2593.0	7	372414.49999999994
0	FDC39B	Polyimide	aSi	END OF FLOW ORBOTECH	Orbotech-203D	4	0.0	40.0	7	372454.49999999994
0	FDC39B	Polyimide	aSi	SENSOR ETCH GEN II	AKT1600A-209	4	-1.0	32.5	7	372486.99999999994
0	FDC39B	Polyimide	aSi	ITO RE-ETCH, GEN II	Pokey	4	-1.0	775.0	7	373261.99999999994
0	FDC39B	Polyimide	aSi	PANEL RINSE GEN II	Universal Plastics Hood #1	4	-1.0	171.0	7	373432.99999999994
0	FDC39B	Polyimide	aSi	PIN DIODE TEST	Snowball, Gen II FDC	4	-1.0	6702.0	1	373843.1666666666
